id;prefix;size;group_code;designation_sv;designation_en;description_sv;description_en;material_sv;material_en;price_sek_1;price_sek_2;price_sek_3;price_sek_4;price_sek_5;price_eur_1;price_eur_2;price_eur_3;price_eur_4;price_eur_5;sheets_per_unit;pricing_tier_id;active;images
42;VMA;210-300;D;Varselmärkning 210x300 mm, aluminiumskylt, fara, enl.spec.;Safety marking 210x300 mm, aluminum sign, danger, acc.spec.;VMA-Varselmärkning är ett tryckt aluminiumskylt som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMA-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Aluminiumskylt;Aluminum sign;432.00;305.00;262.00;241.00;228.00;45.96;32.45;27.87;25.64;24.26;;1;1;VM_(M).jpg
43;VMF;210-300;M;Varselmärkning 210x300 mm, golvetikett, påbud, enl.spec.;Safety marking 210x300 mm, floor label, mandatory, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
44;VMF;210-300;W;Varselmärkning 210x300 mm, golvetikett, varning, enl.spec.;Safety marking 210x300 mm, floor label, warning, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
45;VMF;210-300;P;Varselmärkning 210x300 mm, golvetikett, förbud, enl.spec.;Safety marking 210x300 mm, floor label, prohibition, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
46;VMF;210-300;E;Varselmärkning 210x300 mm, golvetikett, nöd, enl.spec.;Safety marking 210x300 mm, floor label, emergency, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
47;VMF;210-300;F;Varselmärkning 210x300 mm, golvetikett, brand, enl.spec.;Safety marking 210x300 mm, floor label, fire hazard, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
48;VMF;210-300;D;Varselmärkning 210x300 mm, golvetikett, fara, enl.spec.;Safety marking 210x300 mm, floor label, danger, acc.spec.;VMF-Varselmärkning är ett tryckt laminerad golvetikett som har en väldig hög kvalité och hållbarhet. Finns i många symbol och text kombinationer.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;VMF-Information marking is a very high quality sign made of aluminum. Available with multiple symbols and text combinations.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvetikett;Floor label;1401.00;730.00;507.00;395.00;328.00;149.04;77.66;53.94;42.02;34.89;;1;1;VM_(M).jpg
49;RM;150-12;B;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, brandskydd, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, fire protection, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
50;RM;150-12;BG;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, brandfarliga gaser, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, flammable gases, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
51;RM;150-12;BV;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, brandfarliga vätskor, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, flammable liquids, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
52;RM;150-12;FG;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, frätande och giftiga, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, corrosive and toxic, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
53;RM;150-12;LV;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, luft och vakuum, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, air and vacuum, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
54;RM;150-12;V;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, vatten, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, water, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
55;RM;150-12;VA;Rörmärkning 150x12 mm, 20 st/karta, från Ø6 mm, vattenånga, enl.spec.;Pipe marking 150x12 mm, 20 pcs/sheet, from Ø6 mm, water vapor, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;331.00;154.00;84.00;59.00;41.00;35.21;16.38;8.94;6.28;4.36;20;2;1;VM_(M).jpg
56;RM;250-25;B;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, brandskydd, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, fire protection, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
57;RM;250-25;BG;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, brandfarliga gaser, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, flammable gases, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
58;RM;250-25;BV;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, brandfarliga vätskor, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, flammable liquids, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
59;RM;250-25;FG;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, frätande och giftiga, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, corrosive and toxic, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
60;RM;250-25;LV;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, luft och vakuum, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, air and vacuum, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
61;RM;250-25;V;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, vatten, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, water, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
62;RM;250-25;VA;Rörmärkning 250x25 mm, 10 st/karta, från Ø20 mm, vattenånga, enl.spec.;Pipe marking 250x25 mm, 10 pcs/sheet, from Ø20 mm, water vapor, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;346.00;169.00;99.00;74.00;56.00;36.81;17.98;10.53;7.87;5.96;10;2;1;VM_(M).jpg
63;RM;350-40;B;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, brandskydd, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, fire protection, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
64;RM;350-40;BG;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, brandfarliga gaser, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, flammable gases, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
65;RM;350-40;BV;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, brandfarliga vätskor, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, flammable liquids, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
66;RM;350-40;FG;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, frätande och giftiga, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, corrosive and toxic, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
67;RM;350-40;LV;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, luft och vakuum, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, air and vacuum, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
68;RM;350-40;V;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, vatten, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, water, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
69;RM;350-40;VA;Rörmärkning 350x40 mm, 7 st/karta, från Ø50 mm, vattenånga, enl.spec.;Pipe marking 350x40 mm, 7 pcs/sheet, from Ø50 mm, water vapor, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;361.00;185.00;114.00;89.00;71.00;38.40;19.68;12.13;9.47;7.55;7;2;1;VM_(M).jpg
70;RM;450-57;B;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, brandskydd, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, fire protection, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
71;RM;450-57;BG;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, brandfarliga gaser, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, flammable gases, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
72;RM;450-57;BV;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, brandfarliga vätskor, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, flammable liquids, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
73;RM;450-57;FG;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, frätande och giftiga, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, corrosive and toxic, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
74;RM;450-57;LV;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, luft och vakuum, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, air and vacuum, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
75;RM;450-57;V;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, vatten, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, water, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
76;RM;450-57;VA;Rörmärkning 450x57 mm, 5 st/karta, från Ø100 mm, vattenånga, enl.spec.;Pipe marking 450x57 mm, 5 pcs/sheet, from Ø100 mm, water vapor, acc.spec.;RM är vinyletiketter för lågenergiytor. Etiketterna fäster effektiv på fetplast eller ställe där vanliga etiketter har det svårt. Följer standard SS 741:2017.;RM is a pipe marking made of self-adhesive vinyl for low energy surfaces. This means our RM will adhere to fatty plastic or places where normal adhesive doesn't really stick. Follows the SS 741:2017 (Swedish Standard);Lågenergi-etikett;Low energi label;376.00;200.00;129.00;104.00;86.00;40.00;21.28;13.72;11.06;9.15;5;2;1;VM_(M).jpg
77;PM;150-210;;Placeringsdekal 150x210 mm, vinyletikett, enl.spec.;Placement decals 150x210 mm, vinyl label, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Vinyletikett;Vinyl label;180.00;116.00;94.00;84.00;77.00;19.15;12.34;10.00;8.94;8.19;;1;1;VM_(M).jpg
78;PM;210-300;;Placeringsdekal 210x300 mm, vinyletikett, enl.spec.;Placement decals 210x300 mm, vinyl label, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Vinyletikett;Vinyl label;200.00;135.00;114.00;103.00;97.00;21.28;14.36;12.13;10.96;10.32;;1;1;VM_(M).jpg
79;PMP;150-210;;Placeringsdekal 150x210 mm, hårdplastskylt, enl.spec.;Placement decals 150x210 mm, hard plastic sign, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Hårdplast;Hard plastic;1365.00;713.00;494.00;385.00;320.00;145.21;75.85;52.55;40.96;34.04;;1;1;VM_(M).jpg
80;PMP;210-300;;Placeringsdekal 210x300 mm, hårdplastskylt, enl.spec.;Placement decals 210x300 mm, hard plastic sign, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Hårdplast;Hard plastic;1400.00;745.00;527.00;417.00;352.00;148.94;79.26;56.06;44.36;37.45;;1;1;VM_(M).jpg
81;PMA;150-210;;Placeringsdekal 150x210 mm, aluminiumskylt, enl.spec.;Placement decals 150x210 mm, aluminium sign, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Aluminiumskylt;Aluminum sign;1665.00;880.00;620.00;490.00;410.00;177.13;93.62;65.96;52.13;43.62;;1;1;VM_(M).jpg
82;PMA;210-300;;Placeringsdekal 210x300 mm, aluminiumskylt, enl.spec.;Placement decals 210x300 mm, aluminium sign, acc.spec.;PM-placeringsdekal är en vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PM-placement label is a self-adhesive vinyl label used for order in workplaces. <br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Aluminiumskylt;Aluminum sign;1705.00;920.00;660.00;530.00;450.00;181.38;97.87;70.21;56.38;47.87;;1;1;VM_(M).jpg
83;PMF;150-210;;Placeringsdekal 150x210 mm, golvmärkning, enl.spec.;Placement decals 150x210 mm, floor marking, acc.spec.;PM-placeringsgolvmärkning är en laminerad vinyl etikett som hjälper hålla ordning och reda på arbetsplatsens.<br /><i>Söker du unik symbol eller text, kontakta Kortsystem direkt för beställning.</i>;PMF-placement label is a self-adhesive vinyl label used for order in workplaces. PMF is laminated for floor use.<br /><i>Searching for a unique symbol or text? Call or e-mail Kortsystem directly to place order.</i>;Golvmärkning;Floor marking;1375.00;700.00;480.00;365.00;298.00;146.28;74.47;51.06;38.83;31.70;;1;1;VM_(M).jpg
